Name,City Area,Price For Two,Ratings,Tags,Link
Hamburgueria da Parada,Campo de Ourique,16.0,4.2,Burger,https://www.zomato.com/grande-lisboa/hamburgueria-da-parada-campo-de-ourique-lisboa/info
Dacquoise,Campo de Ourique,14.0,4.1,"French, Healthy Food, Bakery, Cafe, Desserts",https://www.zomato.com/grande-lisboa/dacquoise-campo-de-ourique-lisboa/info
Grande Palácio Hong Kong,Arroios,35.0,4.3,Chinese,https://www.zomato.com/grande-lisboa/grande-palácio-hong-kong-arroios-lisboa/info
Beni's Gelato & Friends,Arroios,8.0,4.0,"Ice Cream, Desserts, Crepes",https://www.zomato.com/grande-lisboa/benis-gelato-friends-arroios-lisboa/info
Café Império,Arroios,30.0,4.1,"Portuguese, Steak, Italian",https://www.zomato.com/grande-lisboa/café-império-arroios-lisboa/info
Cervetoria,Arroios,25.0,4.1,"Burger, American, Finger Food, Petiscos, Tapas, Beverages",https://www.zomato.com/grande-lisboa/cervetoria-arroios-lisboa/info
Luminosa by Furnas,Arroios,45.0,4.0,"Seafood, Fresh Fish, Portuguese",https://www.zomato.com/grande-lisboa/luminosa-by-furnas-arroios-lisboa/info
Espiral Restaurante,Arroios,20.0,3.9,"Vegetarian, Healthy Food, International",https://www.zomato.com/EspiralRestaurante/info
Delícia de Arroios,Arroios,30.0,4.3,Portuguese,https://www.zomato.com/Delicia-de-Arroios/info
Fox Coffee - O Rei da Cachupa,Arroios,25.0,3.9,"Portuguese, Cape Verdean",https://www.zomato.com/grande-lisboa/fox-coffee-o-rei-da-cachupa-arroios-lisboa/info
Docel,Arroios,8.0,3.7,"Cafe, Desserts, Portuguese, Italian, Burger, Ice Cream",https://www.zomato.com/grande-lisboa/docel-arroios-lisboa/info
Leitaria Lisboa,Rato,8.0,4.2,"Cafe, Healthy Food, Desserts",https://www.zomato.com/grande-lisboa/leitaria-lisboa-rato-lisboa/info
Cervejaria Sem Vergonha,Rato,45.0,4.4,"Fresh Fish, Seafood, Portuguese",https://www.zomato.com/grande-lisboa/cervejaria-sem-vergonha-rato-lisboa/info
Estórias na Casa da Comida,Rato,50.0,4.4,Portuguese,https://www.zomato.com/grande-lisboa/estórias-na-casa-da-comida-rato-lisboa/info
Lebanese Corner,Rato,20.0,4.2,"Lebanese, Mediterranean",https://www.zomato.com/grande-lisboa/lebanese-corner-rato-lisboa/info
Ganesha Palace,Rato,25.0,4.1,"Indian, Italian",https://www.zomato.com/grande-lisboa/ganesha-palace-rato-lisboa/info
Quiosque das Amoreiras,Rato,10.0,3.9,"Finger Food, Cafe",https://www.zomato.com/grande-lisboa/quiosque-das-amoreiras-rato-lisboa/info
Pérola do Rato,Rato,20.0,3.8,"Portuguese, Finger Food",https://www.zomato.com/grande-lisboa/pérola-do-rato-rato-lisboa/info
McDonald's,Rato,15.0,2.5,"Fast Food, Burger",https://www.zomato.com/grande-lisboa/mcdonalds-rato-lisboa/info
Scale - Epic SANA Lisboa Hotel,Rato,20.0,3.7,"Portuguese, Finger Food",https://www.zomato.com/grande-lisboa/scale-epic-sana-lisboa-hotel-rato-lisboa/info
TOPO,Mouraria,45.0,4.3,"Author, Petiscos, Beverages",https://www.zomato.com/grande-lisboa/topo-mouraria-lisboa/info
Ramiro,Mouraria,60.0,4.9,Seafood,https://www.zomato.com/grande-lisboa/ramiro-mouraria-lisboa/info
O Cantinho do Aziz,Mouraria,25.0,4.1,"Mozambican, African",https://www.zomato.com/grande-lisboa/o-cantinho-do-aziz-mouraria-lisboa/info
Ghoroa Restaurante Indiano,Mouraria,25.0,4.5,Indian,https://www.zomato.com/grande-lisboa/ghoroa-restaurante-indiano-mouraria-lisboa/info
Manjerica,Mouraria,20.0,4.2,Healthy Food,https://www.zomato.com/grande-lisboa/manjerica-mouraria-lisboa/info
O das Joanas,Mouraria,20.0,3.3,"Finger Food, Cafe, Tapas",https://www.zomato.com/grande-lisboa/o-das-joanas-mouraria-lisboa/info
Josephine Bistrô & Bar,Mouraria,20.0,4.0,"Portuguese, French, Petiscos, Desserts",https://www.zomato.com/grande-lisboa/josephine-bistrô-bar-mouraria-lisboa/info
Mi Dai,Mouraria,20.0,3.9,Chinese,https://www.zomato.com/grande-lisboa/mi-dai-mouraria-lisboa/info
BAO BAR,Mouraria,30.0,3.8,Oriental,https://www.zomato.com/grande-lisboa/bao-bar-mouraria-lisboa/info
Este Oeste,Belém,50.0,4.1,"Sushi, Pizza, Italian, Japanese",https://www.zomato.com/grande-lisboa/este-oeste-belém-lisboa/info
Nosolo Itália Belém,Belém,40.0,4.1,"Italian, Pizza, Ice Cream, Desserts, Crepes",https://www.zomato.com/nosoloitaliabelem/info
Pão Pão Queijo Queijo,Belém,20.0,4.4,"Fast Food, Kebab, Finger Food",https://www.zomato.com/grande-lisboa/pão-pão-queijo-queijo-belém-lisboa/info
À Margem,Belém,30.0,4.1,"Petiscos, Healthy Food, Juices, Tea",https://www.zomato.com/grande-lisboa/à-margem-belém-lisboa/info
Pastéis de Belém,Belém,15.0,4.9,"Cafe, Desserts, Bakery",https://www.zomato.com/grande-lisboa/pastéis-de-belém-belém-lisboa/info
Espaço Espelho d'Água,Belém,45.0,3.9,"Fusion, International, Petiscos",https://www.zomato.com/espacoespelhodeagua/info
Nune's Real Marisqueira,Belém,70.0,4.4,Seafood,https://www.zomato.com/grande-lisboa/nunes-real-marisqueira-belém-lisboa/info
Portugália Cervejaria Belém,Belém,35.0,4.1,"Seafood, Portuguese",https://www.zomato.com/grande-lisboa/portugália-cervejaria-belém-belém-lisboa/info
Café In,Belém,35.0,3.0,"Portuguese, Finger Food",https://www.zomato.com/grande-lisboa/café-in-belém-lisboa/info
Ribs & Company,Odivelas Centro,25.0,4.4,"American, Steak, Burger",https://www.zomato.com/grande-lisboa/ribs-company-odivelas-centro-lisboa/info
Dote,Odivelas Centro,25.0,4.2,"Portuguese, Petiscos",https://www.zomato.com/grande-lisboa/dote-1-odivelas-centro-lisboa/info
A Maria da Taberna,Odivelas Centro,30.0,4.2,"Seafood, Portuguese, Spanish, Tapas",https://www.zomato.com/grande-lisboa/a-maria-da-taberna-odivelas-centro-lisboa/info
Choco & Nut,Odivelas Centro,8.0,4.1,"Desserts, Cafe, Crepes",https://www.zomato.com/grande-lisboa/choco-nut-odivelas-centro-lisboa/info
Queda d'Água,Odivelas Centro,45.0,4.1,"Seafood, Portuguese",https://www.zomato.com/grande-lisboa/queda-dágua-odivelas-centro-lisboa/info
Dolce & Bianco - Odivelas,Odivelas Centro,20.0,3.9,Portuguese,https://www.zomato.com/grande-lisboa/dolce-bianco-odivelas-odivelas-centro-lisboa/info
100 Montaditos,Odivelas Centro,20.0,3.1,"Tapas, Spanish",https://www.zomato.com/grande-lisboa/100-montaditos-odivelas-centro-lisboa/info
Hamburgueria do Bairro,Odivelas Centro,16.0,3.2,"Burger, Gourmet Fast Food",https://www.zomato.com/grande-lisboa/hamburgueria-do-bairro-odivelas-centro-lisboa/info
É Português,Odivelas Centro,25.0,4.1,Portuguese,https://www.zomato.com/grande-lisboa/é-português-odivelas-centro-lisboa/info
Edmundo,Benfica,40.0,4.2,"Seafood, Fresh Fish, Petiscos, Portuguese, Steak",https://www.zomato.com/grande-lisboa/edmundo-benfica-lisboa/info
Pica na Praça,Benfica,25.0,4.2,"Steak, Portuguese, Petiscos, Tapas",https://www.zomato.com/grande-lisboa/pica-na-praça-benfica-lisboa/info
Burrata - Pizzaria Artesanal,Benfica,20.0,4.3,"Pizza, Italian",https://www.zomato.com/grande-lisboa/burrata-pizzaria-artesanal-benfica-lisboa/info
Ori,Benfica,20.0,4.5,"Oriental, Vietnamese, Thai, Korean, Japanese, Indian",https://www.zomato.com/grande-lisboa/ori-benfica-lisboa/info
"Caco, o Original",Benfica,20.0,3.8,"Madeiran, Burger",https://www.zomato.com/grande-lisboa/caco-o-original-benfica-lisboa/info
Guacamole-GMG,Benfica,15.0,4.2,"Mexican, Gourmet Fast Food",https://www.zomato.com/grande-lisboa/guacamole-gmg-benfica-lisboa/info
Boa Esperança,Benfica,20.0,4.2,"Petiscos, Seafood, Portuguese",https://www.zomato.com/grande-lisboa/boa-esperança-benfica-lisboa/info
La Focacceria Pugliese,Benfica,30.0,4.1,"Italian, Pizza",https://www.zomato.com/grande-lisboa/la-focacceria-pugliese-benfica-lisboa/info
Italian Republic,Benfica,30.0,4.0,"Italian, Pizza",https://www.zomato.com/grande-lisboa/italian-republic-benfica-lisboa/info
Ajitama Ramen Bistro,Marquês de Pombal,40.0,4.4,Ramen,https://www.zomato.com/grande-lisboa/ajitama-ramen-bistro-1-marquês-de-pombal-lisboa/info
Al Garage,Marquês de Pombal,40.0,4.3,"Italian, Pizza",https://www.zomato.com/grande-lisboa/al-garage-marquês-de-pombal-lisboa/info
Local Avenida - Your Healthy Kitchen,Marquês de Pombal,25.0,4.4,"Healthy Food, Vegetarian, Mediterranean",https://www.zomato.com/grande-lisboa/local-avenida-your-healthy-kitchen-marquês-de-pombal-lisboa/info
The Great American Disaster,Marquês de Pombal,25.0,2.3,"American, Burger, Pizza",https://www.zomato.com/grande-lisboa/the-great-american-disaster-marquês-de-pombal-lisboa/info
Selllva,Marquês de Pombal,40.0,4.2,"Healthy Food, Vegetarian, Vegan, Finger Food, Beverages",https://www.zomato.com/grande-lisboa/selllva-marquês-de-pombal-lisboa/info
Manifest.Lisbon,Marquês de Pombal,30.0,4.2,"Healthy Food, Beverages, Juices",https://www.zomato.com/grande-lisboa/manifest-lisbon-1-marquês-de-pombal-lisboa/info
Linha d'Água,Marquês de Pombal,12.0,3.4,"Cafe, Finger Food",https://www.zomato.com/grande-lisboa/linha-dágua-marquês-de-pombal-lisboa/info
Pizpireto,Marquês de Pombal,6.0,4.4,"Ice Cream, Cafe, Crepes",https://www.zomato.com/grande-lisboa/pizpireto-marquês-de-pombal-lisboa/info
Yard Of Greens,Marquês de Pombal,30.0,3.9,"Mediterranean, Healthy Food, Beverages",https://www.zomato.com/grande-lisboa/yard-of-greens-marquês-de-pombal-lisboa/info
Chirashi,Telheiras,25.0,4.2,Sushi,https://www.zomato.com/grande-lisboa/chirashi-telheiras-lisboa/info
100% Hamburgueria,Telheiras,20.0,4.3,"Burger, American",https://www.zomato.com/grande-lisboa/100-hamburgueria-telheiras-lisboa/info
Honorato,Telheiras,25.0,3.4,"Burger, Gourmet Fast Food, Beverages",https://www.zomato.com/HonoratoTelheiras/info
A Padaria Portuguesa - Telheiras,Telheiras,8.0,4.1,"Cafe, Bakery, Finger Food",https://www.zomato.com/apadariaportuguesatelheiras/info
Domino's Pizza,Telheiras,25.0,3.9,Pizza,https://www.zomato.com/grande-lisboa/dominos-pizza-telheiras-lisboa/info
Pecatto,Telheiras,10.0,3.9,"Cafe, Finger Food, Brazilian, Portuguese, Desserts",https://www.zomato.com/grande-lisboa/pecatto-telheiras-lisboa/info
Artisani,Telheiras,12.0,4.2,"Ice Cream, Desserts, Crepes",https://www.zomato.com/grande-lisboa/artisani-telheiras-lisboa/info
Kaffa Coffee Zone,Telheiras,20.0,3.3,Finger Food,https://www.zomato.com/grande-lisboa/kaffa-coffee-zone-telheiras-lisboa/info
Jungle,Telheiras,15.0,4.0,"Finger Food, Beverages, Juices, Tapas",https://www.zomato.com/grande-lisboa/jungle-telheiras-lisboa/info
Amaterasu Pateo do Sushi,Algés,40.0,4.4,"Sushi, Japanese",https://www.zomato.com/AmaterasuPateodoSushi/info
Siesta,Algés,45.0,3.8,Mexican,https://www.zomato.com/grande-lisboa/siesta-algés-lisboa/info
O Relento,Algés,50.0,4.4,"Seafood, Portuguese, Steak",https://www.zomato.com/grande-lisboa/o-relento-algés-lisboa/info
Petit d'Algés,Algés,40.0,4.0,"Portuguese, Petiscos, Seafood",https://www.zomato.com/grande-lisboa/petit-dalgés-algés-lisboa/info
USpot,Algés,12.0,4.3,"Cafe, Bakery",https://www.zomato.com/grande-lisboa/uspot-algés-lisboa/info
Astúrias Parque dos Anjos,Algés,15.0,4.0,"Cafe, Finger Food",https://www.zomato.com/grande-lisboa/astúrias-parque-dos-anjos-algés-lisboa/info
Marisqueira de Algés,Algés,35.0,4.0,"Seafood, Portuguese",https://www.zomato.com/grande-lisboa/marisqueira-de-algés-algés-lisboa/info
Villa Cruz,Algés,25.0,4.2,"Juices, Cafe, Portuguese, Finger Food",https://www.zomato.com/grande-lisboa/villa-cruz-algés/info
Horácio,Algés,25.0,4.1,"Portuguese, Seafood",https://www.zomato.com/grande-lisboa/horácio-algés-lisboa/info
Luar da Barra - Carruagem Bar,Oeiras e São Julião da Barra,20.0,4.0,"Beverages, Finger Food, Portuguese",https://www.zomato.com/grande-lisboa/luar-da-barra-carruagem-bar-oeiras-e-são-julião-da-barra-lisboa/info
Kyuubi,Oeiras e São Julião da Barra,50.0,4.0,"Japanese, Sushi",https://www.zomato.com/grande-lisboa/kyuubi-oeiras-e-são-julião-da-barra-lisboa/info
Don Pavili,Oeiras e São Julião da Barra,5.0,4.6,"Ice Cream, Crepes",https://www.zomato.com/grande-lisboa/don-pavili-oeiras-e-são-julião-da-barra-lisboa/info
Charkoal,Oeiras e São Julião da Barra,40.0,3.8,"Grill, Portuguese, Fresh Fish",https://www.zomato.com/grande-lisboa/charkoal-1-oeiras-e-são-julião-da-barra-lisboa/info
Etc&Tal,Oeiras e São Julião da Barra,27.0,4.3,"Beverages, Petiscos",https://www.zomato.com/grande-lisboa/etc-tal-oeiras-e-são-julião-da-barra-lisboa/info
Govinda Oeiras,Oeiras e São Julião da Barra,30.0,3.9,Vegetarian,https://www.zomato.com/grande-lisboa/govinda-oeiras-oeiras-e-são-julião-da-barra-lisboa/info
Sacolinha,Oeiras e São Julião da Barra,8.0,4.1,"Cafe, Finger Food, Bakery",https://www.zomato.com/grande-lisboa/sacolinha-oeiras-e-são-julião-da-barra-lisboa/info
Block House,Oeiras e São Julião da Barra,45.0,4.2,"Steak, German",https://www.zomato.com/grande-lisboa/block-house-oeiras-e-são-julião-da-barra-lisboa/info
A Quinta,Oeiras e São Julião da Barra,25.0,4.0,Portuguese,https://www.zomato.com/grande-lisboa/a-quinta-oeiras-e-são-julião-da-barra-lisboa/info
Aquele Lugar Que Não Existe,Marvila,25.0,4.3,"Pizza, Contemporary",https://www.zomato.com/grande-lisboa/aquele-lugar-que-não-existe-marvila-lisboa/info
Júlio dos Caracóis,Marvila,25.0,3.8,"Petiscos, Portuguese",https://www.zomato.com/grande-lisboa/júlio-dos-caracóis-marvila-lisboa/info
Cervejaria Germano,Marvila,20.0,4.2,Portuguese,https://www.zomato.com/grande-lisboa/cervejaria-germano-marvila-lisboa/info
Bistrô Lisboa,Marvila,10.0,3.9,"Finger Food, Portuguese, Cafe",https://www.zomato.com/grande-lisboa/bistrô-lisboa-marvila-lisboa/info
O Jardim do Poço do Bispo,Marvila,30.0,3.5,Portuguese,https://www.zomato.com/grande-lisboa/o-jardim-do-poço-do-bispo-marvila-lisboa/info
Tasca do Abílio,Marvila,25.0,-,"BBQ, Grill, Petiscos",https://www.zomato.com/grande-lisboa/tasca-do-abílio-1-marvila-lisboa/info
Casa de Pedra,Marvila,35.0,3.9,"Beverages, Healthy Food, Finger Food, Desserts, Pizza, Italian",https://www.zomato.com/grande-lisboa/casa-de-pedra-marvila-lisboa/info
Descasca,Marvila,12.0,3.9,Healthy Food,https://www.zomato.com/grande-lisboa/descasca-marvila-lisboa/info
A Grelha do Bairro,Marvila,20.0,3.8,"Grill, Portuguese",https://www.zomato.com/grande-lisboa/a-grelha-do-bairro-marvila-lisboa/info
Gutsy,Carcavelos,20.0,4.1,"Burger, Finger Food",https://www.zomato.com/grande-lisboa/gutsy-carcavelos-lisboa/info
Sensei Lounge,Carcavelos,30.0,3.3,"Japanese, Sushi",https://www.zomato.com/grande-lisboa/sensei-lounge-carcavelos-lisboa/info
Brasa de Sassoeiros,Carcavelos,25.0,4.4,"Grill, Portuguese",https://www.zomato.com/grande-lisboa/brasa-de-sassoeiros-carcavelos-lisboa/info
A Brasa da Belavista,Carcavelos,30.0,4.3,"Fresh Fish, Grill",https://www.zomato.com/grande-lisboa/a-brasa-da-belavista-carcavelos-lisboa/info
Taverna do Rogério,Carcavelos,30.0,4.4,"Portuguese, Petiscos",https://www.zomato.com/grande-lisboa/taverna-do-rogério-carcavelos-lisboa/info
A Risca,Carcavelos,25.0,4.2,"Portuguese, Petiscos, Beverages",https://www.zomato.com/grande-lisboa/a-risca-carcavelos-lisboa/info
Caseiro Arneiro,Carcavelos,40.0,4.3,"Seafood, Steak, BBQ, Portuguese",https://www.zomato.com/grande-lisboa/caseiro-arneiro-carcavelos-lisboa/info
A Pastorinha,Carcavelos,60.0,4.4,Portuguese,https://www.zomato.com/grande-lisboa/a-pastorinha-carcavelos-lisboa/info
Taverna d's Pereiras,Carcavelos,25.0,4.3,"Petiscos, Grill",https://www.zomato.com/grande-lisboa/taverna-ds-pereiras-carcavelos-lisboa/info
Apeadeiro do Rego,Entrecampos,20.0,3.9,Portuguese,https://www.zomato.com/grande-lisboa/apeadeiro-do-rego-entrecampos-lisboa/info
Gelataria Pindô,Entrecampos,10.0,3.8,Ice Cream,https://www.zomato.com/grande-lisboa/gelataria-pindô-entrecampos-lisboa/info
Happy Crown,Entrecampos,20.0,3.6,"Finger Food, Cafe, Desserts",https://www.zomato.com/grande-lisboa/happy-crown-entrecampos-lisboa/info
Restaurante Churrasqueira da Beira,Entrecampos,20.0,3.6,Portuguese,https://www.zomato.com/grande-lisboa/restaurante-churrasqueira-da-beira-entrecampos-lisboa/info
Versailles - Curry Cabral,Entrecampos,10.0,3.8,"Portuguese, Cafe, Finger Food",https://www.zomato.com/grande-lisboa/versailles-curry-cabral-entrecampos-lisboa/info
Hello Beijing,Entrecampos,20.0,3.5,"Japanese, Chinese",https://www.zomato.com/grande-lisboa/hello-beijing-entrecampos-lisboa/info
Galão II,Entrecampos,25.0,3.7,"Portuguese, Cafe",https://www.zomato.com/grande-lisboa/galão-ii-entrecampos-lisboa/info
Espalha Brasas,Entrecampos,20.0,3.0,"Portuguese, Grill, BBQ",https://www.zomato.com/grande-lisboa/espalha-brasas-entrecampos-lisboa/info
Restaurante Dona Isabel,Entrecampos,13.0,-,,https://www.zomato.com/grande-lisboa/restaurante-dona-isabel-entrecampos-lisboa/info
César Marisqueira,Ericeira,40.0,4.4,Seafood,https://www.zomato.com/grande-lisboa/césar-marisqueira-ericeira-lisboa/info
GiG - Green is Good,Ericeira,20.0,4.4,"Healthy Food, Juices, Tea",https://www.zomato.com/grande-lisboa/gig-green-is-good-ericeira-lisboa/info
Brunch Me,Ericeira,20.0,4.3,"Burger, Finger Food, Cafe, Crepes",https://www.zomato.com/grande-lisboa/brunch-me-ericeira-lisboa/info
Calavera - Mexican Food & Tequila Bar,Ericeira,30.0,4.2,"Mexican, Beverages",https://www.zomato.com/grande-lisboa/calavera-mexican-food-tequila-bar-ericeira-lisboa/info
Estrela do Mar,Ericeira,50.0,4.4,Seafood,https://www.zomato.com/grande-lisboa/estrela-do-mar-ericeira-lisboa/info
Pedra Dura,Ericeira,40.0,4.2,"Portuguese, Italian",https://www.zomato.com/grande-lisboa/pedra-dura-ericeira-lisboa/info
Tik Tapas Ericeira,Ericeira,40.0,4.4,"Tapas, Portuguese, Spanish",https://www.zomato.com/grande-lisboa/tik-tapas-ericeira-ericeira-lisboa/info
Marisqueira Furnas,Ericeira,50.0,3.9,"Portuguese, Seafood",https://www.zomato.com/grande-lisboa/marisqueira-furnas-ericeira-lisboa/info
Com PINTA,Ericeira,25.0,4.1,"Italian, Burger",https://www.zomato.com/grande-lisboa/com-pinta-ericeira-lisboa/info
Dear Breakfast,São Bento,15.0,4.2,"Cafe, Healthy Food",https://www.zomato.com/grande-lisboa/dear-breakfast-são-bento-lisboa/info
Água no Bico,São Bento,35.0,4.1,"Healthy Food, Vegetarian, Mediterranean, Finger Food, Cafe",https://www.zomato.com/grande-lisboa/água-no-bico-são-bento-lisboa/info
Boutik,São Bento,18.0,4.2,"Finger Food, Healthy Food",https://www.zomato.com/grande-lisboa/boutik-são-bento-lisboa/info
The Mill,São Bento,30.0,4.3,"Cafe, Finger Food, Petiscos",https://www.zomato.com/grande-lisboa/the-mill-são-bento-lisboa/info
Bowls&Bar,São Bento,15.0,3.8,"Healthy Food, Finger Food, Juices, Cafe, Beverages",https://www.zomato.com/grande-lisboa/bowls-bar-são-bento-lisboa/info
Hamburgueria do Bairro,São Bento,16.0,4.1,"Burger, Gourmet Fast Food",https://www.zomato.com/grande-lisboa/hamburgueria-do-bairro-são-bento-lisboa/info
Zapata,São Bento,35.0,4.1,"Portuguese, Seafood",https://www.zomato.com/grande-lisboa/zapata-são-bento-lisboa/info
Veramente Pizza & Vino,São Bento,30.0,3.7,"Pizza, Italian",https://www.zomato.com/grande-lisboa/veramente-pizza-vino-são-bento-lisboa/info
Break,São Bento,20.0,4.0,"Finger Food, Portuguese, Petiscos",https://www.zomato.com/grande-lisboa/break-são-bento-lisboa/info
